26,52,3704.67,2.979932885,117.5133481,0,52,2,25,1,9,1
2,3,692.52,0.707106781,390.6906387,0,51,1,2,1,2,1
18,148,4856.9,18.6533566,326.0721299,3,11,5,16,1,5,1
3,3,480,0,203.6541185,0,29,1,3,1,1,0
14,120,1230.28,26.32844115,83.39206155,3,19,2,14,1,4,1
28,-67,4123.55,23.1089838,278.146542,2,9,3,26,1,7,0
27,30,2576.62,0.891555828,65.08614632,0,50,2,27,1,6,0
19,21,2231,0.315301768,138.0391715,1,42,3,18,1,5,1
10,12,1580,0.421637021,125.8791307,0,3,1,10,1,5,1
19,23,4572,0.418853908,148.7291388,1,8,2,19,1,7,0
4,3,1130.62,0.5,76.85442755,0,28,1,4,1,1,0
7,7,565,0,42.09795833,0,13,1,7,1,5,0
57,170,3974.4,4.1853965,60.66110903,1,5,13,31,1,8,0
11,14,2380,0.904534034,121.9862884,1,52,2,11,1,6,0
71,85,11322,0.668040168,174.6279172,0,49,3,60,1,9,1
26,40,3063.85,1.174079017,116.1448946,1,18,7,22,1,7,1
34,61,7937,1.981419934,427.8248857,1,5,8,31,2,8,0
13,111,1270,18.4011566,72.30189557,4,1,5,11,1,4,1
8,38,2505.85,6.386369414,366.3778754,6,12,3,8,1,5,1
8,9,774,0.353553391,46.3734838,0,35,1,8,1,5,0
13,17,1515,1.109400392,208.0202776,2,34,3,13,3,2,0
23,30,6330.65,0.634950435,363.5139634,2,11,7,21,1,10,1
13,26,1777.6,3.082207001,178.7410129,1,9,3,12,1,7,1
7,8,970.88,0.377964473,79.62002715,0,50,2,7,2,5,1
21,21,1932.92,1,112.5123905,2,9,4,20,1,7,0
64,139,14148.48,6.265437284,282.4051003,1,0,22,57,2,10,0
16,79,1271.88,12.32054517,71.0305684,0,72,1,16,1,4,1
187,295,29408.64,1.367097365,191.3720428,0,6,4,156,3,12,0
1,2,320,0,0,0,27,1,1,1,1,1
5,17,616.8,4.827007354,76.81697729,0,19,1,5,1,3,1
5,9,534.32,1.788854382,77.06083623,11,15,2,5,1,3,1
42,62,4371.6,2.039106634,111.7485345,1,1,5,33,2,7,0
12,20,3990.69,1.302677895,433.1914915,2,4,3,11,1,4,1
31,56,5475.66,1.492634245,201.5833206,2,8,3,30,1,7,1
260,1063,88049.17,6.877012625,493.8301792,0,8,22,130,1,9,0
48,61,8773.33,1.498077965,353.0930012,0,40,2,47,2,7,1
37,179,5410.06,7.939050858,138.0510592,1,2,17,16,1,6,1
3,52,660,28.29016319,69.2820323,1,43,2,3,1,2,1
2,3,705,0.707106781,251.0229073,0,44,1,2,1,2,0
24,53,2301.18,4.727157126,133.8925354,0,56,2,23,1,6,1
18,27,6448.03,1.200490096,621.6025385,0,56,2,16,1,5,0
57,91,7263.24,1.79144444,188.574722,0,36,2,51,1,8,1
9,10,780,0.333333333,90.4157066,2,31,2,9,2,4,0
27,30,2133,0.577350269,92.70009543,1,32,3,24,1,6,0
23,29,10285.6,0.540823556,486.590087,2,3,11,15,1,7,1
42,57,3452.65,1.897642036,62.76090425,0,3,11,37,2,8,1
1,2,957.6,0,0,0,70,1,1,1,1,1
19,22,3196,0.374634325,117.126038,0,39,2,19,1,6,1
48,58,6580.25,0.682870454,140.8572745,1,0,6,47,2,10,1
68,71,8532.04,1.376062125,172.683182,0,37,10,59,2,8,1
21,27,4087.86,0.643650304,253.312583,0,30,1,21,1,7,1
40,56,6442.05,2.010230246,172.5502704,0,0,2,37,1,11,0
3,4,260.48,0.577350269,83.77738438,0,64,1,3,1,3,1
11,19,1948.28,2.148995537,149.8424999,1,43,2,11,1,4,0
13,13,806.81,0.40824829,53.17159144,0,43,1,13,1,8,1
11,11,1114,0,78.03984996,0,64,1,11,1,2,1
26,58,6150.53,1.607673905,263.8593565,2,3,9,19,1,5,0
5,5,964,0,200.2865447,1,13,2,4,1,3,1
53,169,19162.74,9.378897351,542.406868,1,6,11,44,4,9,0
22,40,5670.64,1.332250643,292.7886747,0,54,1,22,1,5,0
44,58,6444.8,1.681260978,204.4123288,1,1,5,43,1,9,0
37,65,6233.03,3.148239415,213.1913886,1,3,4,33,1,6,1
7,18,877,4.157609203,112.5621521,0,1,3,7,1,4,0
7,8,703.42,0.377964473,79.04053737,1,54,3,5,1,3,1
5,5,488,0,46.13892066,0,43,1,5,1,3,1
20,89,8655,6.747124144,574.1572199,1,35,6,18,2,5,1
20,22,5998,0.307793506,275.055382,3,1,4,19,1,7,0
30,34,3555.93,0.434172485,137.992001,1,19,5,26,2,6,0
19,22,3418.51,0.374634325,164.7429454,2,3,2,19,1,7,1
10,10,1301.41,0.666666667,140.7605744,1,50,2,10,1,4,0
25,33,2749.74,0.748331477,92.9412501,2,16,3,23,3,8,0
103,259,19171.5,4.948487742,341.2039305,0,9,16,76,3,12,0
86,308,17763.16,21.4440257,256.0451725,0,18,8,78,1,9,0
126,137,23189.15,1.173165572,249.1203668,0,3,22,80,1,9,0
94,272,13257.34,10.6139167,209.424914,0,0,8,79,1,11,0
55,79,17007.36,0.995613274,673.0436327,1,0,5,49,1,7,0
138,174,22175.24,0.991234192,192.8542086,0,3,11,125,3,11,0
53,131,7565.98,4.172270059,195.6422305,0,50,4,50,2,9,0
17,69,3313.31,11.87155523,176.3836296,2,22,2,17,1,6,0
52,72,7044.13,0.889014571,133.3222309,0,16,3,50,1,8,1
77,101,9163.74,0.782367195,143.7562008,0,2,7,72,1,13,0
111,135,15320.97,4.79280788,174.1947076,0,5,9,70,1,9,0
58,55,8368.93,0.291542407,134.1561515,0,5,12,47,1,9,0
1,1,115,0,0,0,49,1,1,1,1,1
32,77,11241.28,5.302825631,515.5829997,2,8,8,28,2,8,1
23,22,5176.25,0.474654024,306.8442249,1,8,5,20,1,5,0
14,22,2248.6,1.910065875,165.5652967,2,34,3,13,1,6,1
8,10,1696.22,0.707106781,193.3513028,0,26,1,8,1,6,1
45,68,7637.67,1.236237367,439.1535512,0,36,7,43,1,8,0
57,69,7213.74,0.490511472,146.7662938,0,2,4,53,1,10,1
5,5,1090,0,95.5641146,0,26,1,5,1,3,1
12,14,915.5,0.389249472,85.75187735,0,29,2,12,1,6,1
18,32,8976.6,1.664704728,910.2744266,2,16,2,16,1,5,1
27,28,3700.28,0.19245009,180.5457324,0,2,2,26,1,7,0
104,185,19825.76,2.117686642,343.422866,0,0,23,81,1,11,0
30,45,5743.55,1.008583848,279.7310896,1,17,3,30,3,7,0
145,154,30472.86,0.555536398,225.2507403,0,12,6,129,1,15,0
11,17,1042,0.687551651,113.8607864,0,50,1,11,1,6,0
55,56,9239.92,0.592887132,278.7704182,1,0,9,48,1,8,0
14,14,2068.36,0.39223227,154.9043931,0,49,1,14,1,3,0
10,10,1431.2,0,117.2390606,6,8,6,10,2,4,1
35,43,5763,0.843163311,199.3033371,1,6,7,30,4,7,0
32,72,1470,3.141809629,58.87943608,1,9,7,24,1,6,0
16,15,2106.19,0.997914492,135.0780293,2,38,4,16,1,7,0
26,35,10999.07,0.68948141,456.9768697,2,18,9,25,1,8,1
47,89,9171.35,2.972585191,366.6567575,1,2,4,44,1,8,1
9,13,3134.3,0.881917104,206.1634371,0,57,1,9,1,6,1
6,6,385,0,54.90142682,4,10,2,6,1,1,1
121,354,21375.04,6.322137414,167.3360666,0,8,15,82,3,8,0
7,7,837,0,115.0997497,0,27,1,7,1,3,1
68,118,25838.39,2.034168186,565.5129756,0,10,7,51,1,6,0
155,335,17346.1,3.599213246,153.0711027,0,7,32,93,1,10,0
34,105,3310.1,8.536437576,97.96260394,2,0,6,25,1,7,0
48,64,3849.65,1.8489023,101.7947027,1,1,8,33,1,7,0
33,31,5041.84,0.496197663,152.6587983,2,1,10,30,1,9,1
2,2,143,0,23.33452378,0,54,1,2,1,1,1
43,145,8559.8,5.908118933,295.8146164,1,15,4,35,2,6,1
71,96,10588.32,2.878980929,170.3572062,0,3,3,69,1,10,1
27,41,6294.47,1.577982411,300.9839789,1,4,10,25,1,6,0
53,91,7500.64,2.051053749,134.6664765,1,1,5,41,2,8,1
72,97,11247.9,2.784057846,189.3758449,0,49,8,66,1,10,0
6,11,1222.91,1.169045194,240.8988128,0,71,1,6,1,5,1
13,13,2589.88,0.40824829,290.977403,0,41,1,13,1,3,1
7,7,2002,0,50.87894129,0,55,1,7,1,1,1
24,31,4133,0.550032937,188.4372757,2,9,8,22,1,6,0
21,29,2367.95,1.935876816,95.39797647,0,17,4,17,1,5,0
41,118,13238.95,6.341116313,284.9443697,1,23,7,35,1,9,0
54,112,9576.21,2.854006465,271.0951959,0,36,3,51,1,9,1
7,13,3540,1.573591585,289.2436771,5,14,3,6,1,4,1
125,152,16832.71,1.311143308,195.8036143,0,25,4,110,3,9,0
17,21,2205.47,1.200490096,140.2611741,3,6,4,17,1,7,0
8,9,732,0.353553391,84.24962908,0,12,1,8,1,4,1
4,5,819.34,0.5,264.2606533,0,22,1,4,1,3,1
16,22,2628.33,1.024695077,132.6696129,2,3,4,13,1,4,0
38,35,6048.82,0.631667846,183.7443503,0,4,3,34,2,9,1
9,12,1446,0.707106781,127.3783734,0,52,1,9,1,5,1
13,35,808.98,2.175033156,40.9362656,3,30,4,8,1,4,1
10,13,2704.74,0.483045892,286.9394866,1,49,2,10,1,4,1
4,14,497.38,2.886751346,66.57864598,2,52,2,3,1,3,1
14,43,3391.34,3.771640853,221.7525189,1,16,3,11,2,5,1
24,28,3845.27,0.564659703,153.058159,0,10,1,24,1,8,1
12,20,4246.07,0.651338947,354.0836296,3,12,3,11,1,4,1
14,32,1605.32,2.198900824,207.0748138,0,71,1,14,1,5,1
57,67,7019.01,1.002190583,152.6964665,0,14,9,50,1,11,0
20,37,4174.38,1.268027893,148.6776414,1,36,6,18,1,7,0
57,120,10136.53,3.394765985,252.2071894,1,12,7,51,2,9,0
25,27,3273,0.276887462,175.070205,0,38,1,25,1,7,1
7,48,1872.9,8.89622713,356.1449372,3,23,3,7,1,4,1
9,6,1032.1,0.707106781,107.2792941,1,31,2,9,1,4,1
2,3,187.63,0.707106781,53.47848586,0,11,1,2,1,2,1
11,9,940.33,0.404519917,50.68656654,0,53,1,11,1,2,1
6,8,1931.14,0.816496581,489.1579803,0,63,1,6,1,3,1
25,30,4412.11,0.763762616,169.9931944,2,15,5,24,1,5,1
2,2,238,0,55.15432893,0,59,1,2,1,2,1
2,6,270,1.414213562,7.071067812,0,49,1,2,1,2,0
2,2,1395,0,180.3122292,2,49,2,2,2,1,1
22,41,3388,1.424127286,118.667603,3,6,3,21,1,6,1
11,15,2352.45,1.120064933,255.0933817,0,49,3,11,1,5,0
13,73,2062.24,13.41975199,100.907393,5,8,4,13,1,5,0
26,61,3508.77,3.565863797,153.7330303,0,64,3,26,1,6,0
88,171,14465.15,4.289409451,156.1655714,0,2,6,83,2,11,0
391,1286,64151.93,6.735353095,184.7081383,0,2,25,235,4,9,0
43,73,15965.16,1.697826113,460.352461,0,51,1,43,1,7,0
3,3,387.5,0,119.587137,0,19,1,3,1,3,1
13,16,1312,0.43852901,114.0756047,2,27,3,13,2,6,1
16,17,2492.28,0.442530602,106.0618478,0,49,2,16,1,5,0
14,20,4875.98,0.755928946,445.4630247,4,9,4,12,1,6,1
59,130,7204.81,6.496098726,102.6021087,1,5,16,48,1,7,0
7,6,754.8,0.377964473,102.9634517,5,29,4,7,1,3,0
13,9,1669.5,0.854850414,111.5921392,1,8,2,12,1,4,1
11,10,651.18,0.943879807,57.50921766,0,53,3,11,1,4,1
4,10,710,1.914854216,88.08140174,2,65,2,3,1,2,1
1,1,455,0,0,0,23,1,1,1,1,1
2,2,312,0,164.0487732,0,27,1,2,1,1,1
3,3,3510,0,1577.307833,0,2,1,3,1,2,1
161,477,26504.23,3.846895175,263.6912873,0,0,33,76,1,9,0
18,33,10946,1.339446769,483.3646643,3,5,9,17,2,5,0
11,21,2922,1.375103302,309.7587037,4,9,4,10,3,8,0
18,37,2366.44,2.287362268,145.6590377,1,22,3,17,1,5,1
32,57,14718.78,1.337652614,602.5314902,1,19,4,29,1,7,1
21,87,8909,10.72979829,602.2271087,0,49,2,21,1,6,1
3,3,295,0,56.199051,0,14,2,3,1,1,1
1,50,2650,0,0,0,30,1,1,1,1,1
24,24,1581,0,54.19875861,0,13,3,21,1,7,1
19,19,3483.29,0.333333333,150.2798681,0,55,5,16,1,7,0
42,47,4854,0.327770068,93.0347805,1,1,5,37,3,6,0
13,14,2888,0.277350098,117.4626509,0,37,1,13,1,3,0
40,112,6266.64,4.810245476,195.8999321,1,2,8,36,1,8,0
105,122,7584.96,1.193925406,72.77455423,0,4,7,72,1,8,0
51,75,13610.04,0.966497619,373.937833,1,1,14,35,1,5,0
65,124,22297.46,2.104482396,704.4294502,0,17,10,51,2,8,0
72,183,11749.21,3.699781113,271.6328593,0,2,7,61,1,8,0
71,142,13941.26,1.956673562,296.0453067,0,36,6,66,1,7,1
4,7,810,0.957427108,155.4831181,0,20,1,4,1,2,1
6,7,1620,0.40824829,226.4287968,3,13,2,6,1,4,1
59,103,12068.67,1.757674996,222.3576906,0,20,5,55,3,8,0
15,18,1974,0.560611911,96.72405521,0,34,1,15,1,6,1
63,84,4789.84,1.448024238,59.05265071,0,3,7,57,1,7,0
19,22,3104,0.374634325,106.1736369,3,10,2,19,2,10,0
11,14,1443.37,1.190874392,107.4681078,6,7,6,11,1,3,1
29,57,7463.15,1.954532436,259.533395,1,16,5,23,1,6,1
9,11,3006.22,0.440958552,396.0598634,1,49,3,6,1,4,1
15,18,1885,0.774596669,122.7928957,0,51,1,15,1,7,1
16,15,1972.46,0.442530602,107.9900029,1,41,2,16,1,5,1
32,151,4396.64,13.30833931,147.5730169,1,28,6,29,1,6,0
37,78,5103.85,3.486352629,206.737329,1,3,6,31,1,5,0
20,24,1955.82,0.695852374,50.12073821,1,26,5,19,1,7,0
24,23,1936,0.624093546,53.68815218,1,31,3,24,1,5,0
4,8,805.16,0.816496581,105.3059258,0,61,1,4,1,1,1
6,7,773,0.40824829,128.3906798,1,34,2,6,2,3,1
14,17,2622.7,0.578934224,308.4377399,2,43,2,13,1,5,1
44,75,7564.04,2.348473482,186.9347037,1,7,3,44,1,11,1
7,29,1223,5.367450401,189.8830467,6,25,3,6,1,3,1
154,284,23915.78,3.430219167,228.459169,0,2,9,131,5,13,0
121,164,19762.2,1.346968845,283.6706398,0,0,10,101,2,12,0
68,227,11830.2,5.573418507,230.0241695,0,2,7,48,1,8,0
3,4,1024.73,0.577350269,142.5801797,9,9,2,3,1,2,0
150,258,24065.05,2.583166986,227.3935116,0,2,11,101,1,11,0
19,21,7197,0.315301768,401.0111635,3,3,7,14,3,5,0
25,28,6408.65,0.331662479,365.0887061,1,26,5,25,1,5,1
16,16,1756.65,0,122.0229544,1,29,3,16,1,5,1
13,11,1102.9,0.554700196,110.0566384,2,37,3,12,1,5,0
15,16,2608.24,0.25819889,155.6500725,2,32,3,15,3,8,1
22,44,2834.99,2.288688541,121.7544711,2,14,4,21,1,7,1
14,60,1103.58,6.910733808,63.62053254,4,6,6,11,1,6,1
2,2,680,0,14.14213562,0,7,1,2,1,1,1
39,141,18368.39,8.51813973,904.3313214,0,37,7,34,1,8,1
50,65,7323.22,0.952976005,144.5950864,0,0,4,46,1,9,0
116,179,15421.62,1.470830829,204.8649908,0,12,9,87,1,10,0
10,14,1245,0.699205899,65.3286563,5,0,6,5,1,3,1
20,23,4429.98,0.489360485,202.0085382,2,5,5,18,2,6,0
121,147,14653.3,0.932796973,127.2301583,0,3,9,110,2,11,1
21,26,3088.82,0.538958431,156.8213489,1,32,6,20,2,10,1
4,5,755,0.5,243.5971743,7,22,2,4,1,3,1
19,21,8254,0.458831468,295.135998,0,49,1,19,1,5,1
19,27,6313.83,1.261207071,327.2905822,0,29,3,19,1,7,1
2,2,75,0,17.67766953,0,56,1,2,1,1,1
96,212,17462.12,5.233327746,334.7341997,0,1,16,79,1,10,0
6,20,1198.89,2.581988897,164.6775256,8,19,2,6,1,4,1
8,14,519.45,2.659215781,33.95774073,0,63,2,5,1,1,1
31,36,2641.34,0.934407983,85.96026283,2,1,8,30,1,8,0
6,8,4066.75,1.366260102,744.5192089,0,39,1,6,1,3,1
74,88,16191.78,0.734206788,298.3001411,0,17,5,62,1,9,0
137,184,26582.43,1.40606855,202.9698367,0,0,11,110,1,10,0
8,7,1346,0.353553391,125.6716243,4,2,3,8,1,3,1
50,110,8816.14,3.331972511,210.6901336,1,4,12,38,1,8,0
123,206,34050.85,3.132316837,707.9667747,0,2,27,92,2,10,0
2,3,935,0.707106781,38.89087297,10,51,2,2,1,2,1
16,26,2644.53,1.360147051,117.5191074,1,44,4,15,1,7,0
15,15,2452.54,0,158.7931496,0,65,1,15,1,8,1
5,3,345.09,0.547722558,76.45291113,0,0,1,5,1,3,1
22,52,1923.2,3.047957232,84.67312525,0,0,4,19,1,5,0
24,31,4863.82,2.053187695,319.214966,0,17,2,23,1,7,0
23,37,3529,0.838783233,145.6979522,0,50,2,23,1,4,1
19,23,3397.65,0.713282504,122.2154341,1,11,3,19,1,8,0
261,427,41176.24,6.253743942,178.9616835,0,9,14,206,3,11,0
31,37,6094.88,0.477448415,210.3303092,1,1,6,31,2,10,1
74,90,14001.74,1.326962442,264.7506064,0,14,8,70,1,9,0
6,10,1220,0.516397779,106.7083252,0,12,1,6,1,1,1
8,33,3967.51,8.442029208,575.5080655,3,37,2,8,1,3,0
8,16,3067.85,1.603567451,129.6962628,0,64,3,6,2,3,1
6,19,1042,1.329160136,184.184328,0,54,1,6,1,4,1
26,49,7311.17,2.747026364,334.5500129,2,2,7,20,1,6,1
10,27,2753,2.110818693,320.9219531,1,26,2,10,2,1,1
4,4,1025,0,116.8599589,0,16,1,4,1,1,1
28,33,5584,0.611832186,255.2399639,1,4,6,26,3,8,1
22,48,3865.96,6.223124033,384.5476541,2,8,2,22,1,5,1
9,14,2485.8,1.333333333,380.2129929,0,51,1,9,1,6,1
23,22,6944.3,0.474654024,258.8655078,2,10,6,21,2,6,0
17,23,1624.15,0.996316746,71.90462887,1,33,2,17,2,6,1
4,5,740,0.5,152.1862894,0,5,1,4,1,4,1
3,14,265,6.350852961,47.52192476,0,73,1,3,1,2,1
4,5,300,0.5,17.32050808,0,34,1,4,1,2,1
29,40,5120.42,2.161576691,153.3838686,2,1,16,22,1,6,0
28,28,4074.06,0,134.2001185,2,4,4,27,1,10,0
30,72,2186.45,3.710190998,48.09409528,0,37,3,26,1,7,1
151,406,47840.25,3.345017051,866.6763662,0,0,21,100,1,10,0
48,126,13335.81,3.949818202,346.9157549,1,9,6,35,1,7,0
10,10,1426,0,142.5694373,2,3,3,9,1,5,1
11,22,1798.91,1.843908891,127.8494024,4,1,5,11,1,6,0
4,5,3110,0.5,466.3600183,0,52,1,4,1,1,1
9,7,1254.18,0.666666667,173.6369394,0,17,2,9,1,4,1
37,182,9878.36,12.24150131,438.5903366,1,33,8,33,1,9,1
36,44,6855.03,0.796819073,243.2973024,1,23,3,35,1,9,0
18,28,1768.54,0.983524408,56.00732437,1,6,5,17,1,7,1
64,96,12356.61,1.573591585,363.8901614,0,16,2,61,1,10,1
29,121,6087.58,9.666100431,256.1185771,1,23,4,26,1,8,0
157,499,28691.02,6.954525537,332.184927,0,1,13,112,1,10,0
31,66,3827.86,3.442304804,122.2396184,1,22,3,27,1,8,1
45,78,6511.87,1.629277587,121.0549312,0,18,5,41,1,9,0
65,88,14198.83,1.052241198,214.8632878,0,32,4,63,1,10,1
3,3,565,0,122.099686,0,42,1,3,1,1,0
9,9,1073,0,62.21289613,1,23,2,9,1,4,1
7,16,2427.68,1.799470822,504.8119474,2,58,2,6,1,4,1
20,22,4861,0.307793506,137.946395,2,3,2,20,1,2,1
7,8,1558,0.377964473,210.4153489,6,21,2,7,1,4,1
57,137,13154.17,5.147328187,322.8856789,1,5,10,47,1,8,0
45,131,15738.58,7.56133172,745.6460817,1,16,7,37,1,9,0
33,76,7537.63,2.755504134,216.2317716,1,4,6,30,1,9,0
37,42,3787.68,0.480865086,83.84033379,1,8,8,36,1,12,0
2,3,270,0.707106781,7.071067812,0,50,1,2,1,2,1
24,34,3487,0.775531608,114.2717886,2,1,4,24,1,8,1
31,36,3079,0.373878251,127.1949651,0,37,3,25,1,7,1
12,14,3938.73,0.389249472,249.1418716,2,16,3,10,1,3,0
14,14,2889.93,0.554700196,175.8139793,2,32,4,11,2,6,1
7,8,1621.25,0.377964473,273.6888386,0,67,1,7,1,4,0
39,50,6847.6,0.646802579,199.9743183,0,70,1,39,1,8,0
7,6,834.66,0.690065559,89.17438323,5,26,2,7,1,4,1
27,48,5474.12,1.928198309,251.7017471,2,0,5,25,2,7,1
77,77,11474.56,0.458831468,151.7261967,0,1,11,63,1,10,0
37,122,20459.4,8.150885654,742.7394039,1,18,8,35,1,7,0
14,24,3931.87,1.38278267,381.7831276,3,8,5,13,2,6,1
